date;temperature;humidity;heat_index;pH
1737331200000;29.80;57.00;31.90;6
1737331200000;29.70;57.00;31.73;6
1737331200000;29.70;57.00;31.73;4
1737331200000;29.70;57.00;31.73;5
1737331200000;29.70;57.00;31.73;7
1737331200000;29.70;57.00;31.73;4
1737331200000;29.70;58.00;31.91;4
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;6
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;57.00;31.73;6
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;6
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;6
1737331200000;29.70;58.00;31.91;6
1737331200000;29.60;58.00;31.73;7
1737331200000;29.60;58.00;31.73;7
1737331200000;29.70;58.00;31.91;6
1737331200000;29.70;58.00;31.91;5
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;4
1737331200000;29.70;58.00;31.91;4
1737331200000;29.70;58.00;31.91;4
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;4
1737331200000;29.70;58.00;31.91;5
1737331200000;29.70;58.00;31.91;5
1737331200000;29.70;58.00;31.91;6
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;4
1737331200000;29.70;58.00;31.91;4
1737331200000;29.70;58.00;31.91;7
1737331200000;29.70;58.00;31.91;6
1737331200000;29.70;58.00;31.91;5
1737331200000;29.60;58.00;31.73;5
1737331200000;29.60;58.00;31.73;6
1737331200000;29.60;58.00;31.73;7
1737331200000;29.60;58.00;31.73;5
1737331200000;29.60;58.00;31.73;6
1737331200000;29.60;58.00;31.73;5
1737331200000;29.60;58.00;31.73;5
1737331200000;29.60;58.00;31.73;4
1737331200000;29.60;58.00;31.73;4
1737331200000;29.60;58.00;31.73;5
1737331200000;29.60;58.00;31.73;6
1737331200000;29.60;58.00;31.73;7
1737331200000;29.60;58.00;31.73;7
1737331200000;29.60;58.00;31.73;5
1737331200000;29.50;58.00;31.56;6
1737331200000;29.50;58.00;31.56;6
1737331200000;29.50;58.00;31.56;6
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;7
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;6
1737244800000;31.50;58.00;35.39;5
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;7
1737244800000;31.50;58.00;35.39;7
1737244800000;31.50;58.00;35.39;7
1737244800000;31.50;58.00;35.39;5
1737244800000;31.50;58.00;35.39;5
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;5
1737244800000;31.50;58.00;35.39;7
1737244800000;31.50;58.00;35.39;7
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;5
1737244800000;31.50;58.00;35.39;7
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;5
1737244800000;31.50;58.00;35.39;7
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;7
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;5
1737244800000;31.50;58.00;35.39;5
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;4
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;6
1737244800000;31.50;58.00;35.39;7
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61
;4
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;6
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;4
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;5
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;6
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;4
1737244800000;31.60;58.00;35.61;7
1737244800000;31.60;58.00;35.61;5
1737244800000;31.70;58.00;35.82;7
1737244800000;nan;nan;nan;4
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;7
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;4
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;5
1737244800000;31.70;58.00;35.82;6
1737244800000;31.70;57.00;35.55;5
1737244800000;31.70;57.00;35.55;6
1737244800000;31.70;57.00;35.55;4
1737244800000;31.70;57.00;35.55;4
1737244800000;31.80;57.00;35.76;7
1737244800000;31.80;57.00;35.76;4
1737244800000;31.80;57.00;35.76;4
1737244800000;31.80;57.00;35.76;6
1737244800000;31.80;57.00;35.76;5
1737244800000;31.80;57.00;35.76;6
1737244800000;31.80;57.00;35.76;4
1737244800000;31.80;57.00;35.76;6
1737244800000;31.80;57.00;35.76;6
1737244800000;31.80;57.00;35.76;4
1737244800000;31.80;57.00;35.76;7
1737244800000;31.80;57.00;35.76;7
1737244800000;31.80;57.00;35.76;6
1737244800000;31.80;57.00;35.76;7
1737244800000;31.80;57.00;35.76;5
1737244800000;31.80;57.00;35.76;5
1737244800000;31.80;57.00;35.76;6
1737244800000;31.80;57.00;35.76;6
1737244800000;31.80;57.00;35.76;5
1737244800000;31.90;57.00;35.98;7
1737244800000;31.90;57.00;35.98;6
1737244800000;31.90;57.00;35.98;5
1737244800000;31.90;57.00;35.98;4
1737244800000;31.90;57.00;35.98;5
1737244800000;31.90;57.00;35.98;6
1737244800000;31.90;57.00;35.98;6
1737244800000;31.90;57.00;35.98;6
1737244800000;31.90;57.00;35.98;6
1737244800000;32.00;57.00;36.20;4
1737244800000;32.00;57.00;36.20;5
1737244800000;32.00;57.00;36.20;7
1737244800000;32.00;57.00;36.20;6
1737244800000;32.00;57.00;36.20;7
1737244800000;32.00;57.00;36.20;5
1737244800000;32.00;57.00;36.20;5
1737244800000;32.00;57.00;36.20;6
1737244800000;32.00;57.00;36.20;5
1737244800000;32.10;57.00;36.41;6
1737244800000;32.10;57.00;36.41;4
1737244800000;32.10;57.00;36.41;7
1737244800000;32.10;57.00;36.41;4
1737244800000;32.10;57.00;36.41;5
1737244800000;32.10;57.00;36.41;5
1737244800000;32.10;57.00;36.41;5
1737244800000;32.10;57.00;36.41;6
1737244800000;32.10;57.00;36.41;5
1737244800000;32.10;57.00;36.41;6
1737244800000;32.10;57.00;36.41;4
1737244800000;32.10;57.00;36.41;5
1737244800000;32.20;57.00;36.63;7
1737244800000;32.20;57.00;36.63;6
1737244800000;32.20;57.00;36.63;4
1737244800000;32.20;57.00;36.63;4
1737244800000;32.20;57.00;36.63;7
1737244800000;32.20;57.00;36.63;5
1737244800000;32.20;56.00;36.34;7
1737244800000;32.20;56.00;36.34;7
1737244800000;32.20;56.00;36.34;7
1737244800000;32.20;56.00;36.34;5
1737244800000;32.20;56.00;36.34;6
1737244800000;32.20;56.00;36.34;4
1737244800000;32.20;56.00;36.34;4
1737244800000;32.20;56.00;36.34;4
1737244800000;32.20;56.00;36.34;4
1737244800000;32.20;56.00;36.34;6
1737244800000;32.20;56.00;36.34;4
1737244800000;32.20;56.00;36.34;4
1737244800000;32.20;56.00;36.34;5
1737244800000;32.20;56.00;36.34;7
1737244800000;32.20;56.00;36.34;6
1737244800000;32.20;56.00;36.34;4
1737244800000;32.20;56.00;36.34;5
1737244800000;32.20;56.00;36.34;4
1737244800000;32.30;56.00;36.56;5
1737244800000;32.30;56.00;36.56;7
1737244800000;32.30;56.00;36.56;7
1737244800000;32.30;56.00;36.56;6
1737244800000;32.20;56.00;36.34;5
1737244800000;32.20;56.00;36.34;7
1737244800000;32.20;56.00;36.34;5
1737244800000;32.20;56.00;36.34;4
1737244800000;32.20;56.00;36.34;6
1737244800000;32.30;56.00;36.56;7
1737244800000;32.30;56.00;36.56;5
1737244800000;32.30;56.00;36.56;5
1737244800000;32.30;56.00;36.56;6
1737244800000;32.30;56.00;36.56;7
1737244800000;32.30;56.00;36.56;4
1737244800000;32.30;56.00;36.56;4
1737244800000;32.30;56.00;36.56;6
1737244800000;32.30;56.00;36.56;4
1737244800000;32.30;56.00;36.56;5
1737244800000;32.30;56.00;36.56;5
1737244800000;32.30;56.00;36.56;4
1737244800000;32.30;56.00;36.56;5
1737244800000;32.30;56.00;36.56;7
1737244800000;32.30;56.00;36.56;4
1737244800000;32.30;56.00;36.56;7
1737244800000;32.30;56.00;36.56;4
1737244800000;32.30;56.00;36.56;6
1737244800000;32.30;56.00;36.56;5
1737244800000;32.30;56.00;36.56;6
1737244800000;32.40;56.00;36.78;4
1737244800000;32.30;56.00;36.56;7
1737244800000;32.40;56.00;36.78;5
1737244800000;32.40;56.00;36.78;4
1737244800000;32.40;56.00;36.78;6
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;5
1737244800000;32.40;56.00;36.78;4
1737244800000;32.40;56.00;36.78;5
1737244800000;32.40;56.00;36.78;6
1737244800000;32.40;56.00;36.78;4
1737244800000;32.40;56.00;36.78;6
1737244800000;32.40;56.00;36.78;4
1737244800000;32.40;56.00;36.78;5
1737244800000;32.40;56.00;36.78;4
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;6
1737244800000;32.40;56.00;36.78;4
1737244800000;32.40;56.00;36.78;6
1737244800000;32.40;56.00;36.78;6
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;5
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;6
1737244800000;32.40;56.00;36.78;5
1737244800000;32.40;56.00;36.78;4
1737244800000;32.40;56.00;36.78;6
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;7
1737244800000;32.40;56.00;36.78;5
1737244800000;32.40;56.00;36.78;5
1737244800000;32.40;56.00;36.78;7
1737244800000;32.30;56.00;36.56;7
1737244800000;32.30;56.00;36.56;6
1737244800000;32.30;56.00;36.56;4
1737244800000;32.30;56.00;36.56;4
1737244800000;32.30;56.00;36.56;5
1737244800000;32.30;56.00;36.56;6
1737244800000;32.30;56.00;36.56;6
1737244800000;32.20;57.00;36.63;5
1737244800000;32.20;57.00;36.63;5
1737244800000;32.20;57.00;36.63;5
1737244800000;32.10;57.00;36.41;6
1737244800000;32.10;57.00;36.41;6
1737244800000;32.50;56.00;37.00;4
1737244800000;32.40;56.00;36.78;7
1737244800000;32.50;55.00;36.70;6
1737244800000;32.50;55.00;36.70;5
1737244800000;32.50;55.00;36.70;4
1737244800000;32.50;55.00;36.70;5
1737244800000;32.50;55.00;36.70;4
1737244800000;32.50;55.00;36.70;6
1737244800000;32.50;55.00;36.70;4
1737244800000;32.50;55.00;36.70;7
1737244800000;32.50;55.00;36.70;6
1737244800000;32.50;55.00;36.70;5
1737244800000;32.50;55.00;36.70;6
1737244800000;32.50;55.00;36.70;4
1737244800000;32.50;55.00;36.70;6
1737244800000;32.50;55.00;36.70;7
1737244800000;32.50;55.00;36.70;4
1737244800000;32.60;55.00;36.92;6
1737244800000;32.60;55.00;36.92;5
1737244800000;32.60;55.00;36.92;4
1737244800000;32.70;55.00;37.14;4
1737244800000;32.70;55.00;37.14;6
1737244800000;32.80;54.00;37.05;6
1737244800000;32.90;54.00;37.27;4
1737244800000;32.90;54.00;37.27;7
1737244800000;33.00;54.00;37.49;7
1737244800000;33.20;53.00;37.62;4
1737244800000;33.50;51.00;37.63;4
1737244800000;33.70;51.00;38.07;4
1737244800000;33.90;50.00;38.17;5
1737244800000;34.60;48.00;39.02;7
1737244800000;35.50;47.00;40.67;4
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;4
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;6
1737244800000;nan;nan;nan;7
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;5
1737244800000;nan;nan;nan;4
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;6
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;7
1737244800000;0.00;0.00;0.00;5
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;4
1737244800000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;4
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;7
1736294400000;0.00;0.00;0.00;5
1736294400000;0.00;0.00;0.00;6
1736294400000;0.00;0.00;0.00;6
1736294400000;nan;nan;nan;6
1736294400000;nan;nan;nan;6
1736294400000;nan;nan;nan;4
1736294400000;nan;nan;nan;7
1736294400000;nan;nan;nan;6
1736294400000;nan;nan;nan;6
1736294400000;nan;nan;nan;4
1736294400000;nan;nan;nan;5
1736294400000;nan;nan;nan;7
1736294400000;nan;nan;nan;5
